#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 206000      1.26e+00    1.11e+00      3.02e-03    3.05e-03      1.13e-01    1.00e-01    1.2e-04
 206100      1.45e+00    1.16e+00      2.16e-03    1.90e-03      1.30e-01    1.04e-01    1.2e-04
 206200      1.03e+00    1.68e+00      3.52e-03    2.64e-03      9.23e-02    1.51e-01    1.2e-04
 206300      1.13e+00    1.20e+00      2.56e-03    1.34e-03      1.01e-01    1.08e-01    1.2e-04
 206400      1.21e+00    1.17e+00      2.68e-03    2.25e-03      1.09e-01    1.06e-01    1.2e-04
 206500      1.27e+00    1.25e+00      1.13e-02    1.05e-02      1.08e-01    1.07e-01    1.2e-04
 206600      1.23e+00    1.53e+00      1.13e-03    1.43e-03      1.11e-01    1.38e-01    1.2e-04
 206700      1.40e+00    1.51e+00      1.36e-03    1.23e-03      1.26e-01    1.36e-01    1.2e-04
 206800      1.15e+00    9.76e-01      9.81e-04    3.75e-03      1.04e-01    8.71e-02    1.2e-04
 206900      1.29e+00    1.25e+00      1.38e-04    1.05e-03      1.16e-01    1.13e-01    1.2e-04
 207000      1.62e+00    1.36e+00      5.89e-03    5.93e-03      1.45e-01    1.21e-01    1.2e-04
 207100      1.17e+00    1.13e+00      6.17e-04    1.98e-03      1.06e-01    1.01e-01    1.2e-04
 207200      1.25e+00    1.10e+00      2.64e-03    5.59e-04      1.12e-01    9.89e-02    1.2e-04
 207300      1.35e+00    1.12e+00      2.44e-03    1.01e-03      1.22e-01    1.01e-01    1.2e-04
 207400      1.31e+00    1.16e+00      9.97e-03    9.29e-03      1.14e-01    9.98e-02    1.2e-04
 207500      1.46e+00    1.25e+00      2.17e-03    1.65e-03      1.32e-01    1.12e-01    1.2e-04
 207600      1.22e+00    1.19e+00      9.87e-03    6.14e-03      1.05e-01    1.05e-01    1.2e-04
 207700      1.15e+00    1.29e+00      5.64e-04    1.97e-03      1.04e-01    1.16e-01    1.2e-04
 207800      1.43e+00    1.15e+00      2.81e-03    4.22e-03      1.29e-01    1.03e-01    1.2e-04
 207900      1.61e+00    1.34e+00      6.94e-03    6.07e-03      1.43e-01    1.19e-01    1.2e-04
 208000      1.37e+00    1.30e+00      3.84e-03    2.74e-03      1.23e-01    1.17e-01    1.2e-04
 208100      1.46e+00    1.19e+00      2.54e-03    3.11e-03      1.31e-01    1.07e-01    1.2e-04
 208200      1.20e+00    1.71e+00      5.69e-04    2.12e-03      1.08e-01    1.54e-01    1.2e-04
 208300      1.19e+00    1.14e+00      7.76e-03    5.19e-03      1.05e-01    1.02e-01    1.2e-04
 208400      1.29e+00    1.39e+00      9.09e-03    5.96e-03      1.12e-01    1.24e-01    1.2e-04
 208500      1.06e+00    1.35e+00      2.33e-04    1.97e-04      9.54e-02    1.22e-01    1.2e-04
 208600      1.39e+00    1.17e+00      7.99e-03    5.70e-03      1.23e-01    1.04e-01    1.2e-04
 208700      9.73e-01    1.33e+00      4.97e-04    2.15e-04      8.77e-02    1.20e-01    1.2e-04
 208800      1.43e+00    1.17e+00      1.57e-03    2.68e-03      1.29e-01    1.05e-01    1.2e-04
 208900      9.88e-01    1.16e+00      2.43e-03    4.07e-03      8.88e-02    1.03e-01    1.2e-04
 209000      1.07e+00    1.20e+00      2.30e-04    6.62e-04      9.69e-02    1.09e-01    1.2e-04
 209100      1.34e+00    1.17e+00      4.57e-03    3.26e-03      1.19e-01    1.05e-01    1.2e-04
 209200      1.12e+00    1.35e+00      3.34e-03    3.09e-04      1.00e-01    1.21e-01    1.2e-04
 209300      1.00e+00    1.15e+00      4.23e-03    3.18e-03      8.92e-02    1.03e-01    1.2e-04
 209400      1.27e+00    1.53e+00      1.12e-02    9.21e-03      1.08e-01    1.34e-01    1.2e-04
 209500      1.65e+00    9.82e-01      4.26e-03    4.48e-03      1.49e-01    8.73e-02    1.2e-04
 209600      1.22e+00    1.15e+00      4.61e-03    4.19e-03      1.09e-01    1.02e-01    1.2e-04
 209700      1.41e+00    1.65e+00      1.47e-03    4.63e-07      1.27e-01    1.49e-01    1.2e-04
 209800      1.67e+00    1.35e+00      3.98e-03    4.97e-03      1.50e-01    1.21e-01    1.2e-04
 209900      1.45e+00    1.22e+00      2.40e-03    4.41e-03      1.31e-01    1.09e-01    1.2e-04
 210000      1.28e+00    1.20e+00      3.28e-03    4.75e-03      1.18e-01    1.09e-01    1.2e-04
 210100      1.01e+00    1.00e+00      2.20e-03    1.81e-03      9.34e-02    9.27e-02    1.2e-04
 210200      2.14e+00    1.09e+00      1.10e-03    2.39e-04      1.98e-01    1.01e-01    1.2e-04
 210300      1.23e+00    1.33e+00      4.36e-03    2.85e-03      1.12e-01    1.22e-01    1.2e-04
 210400      1.42e+00    1.28e+00      5.74e-03    3.97e-03      1.30e-01    1.18e-01    1.2e-04
 210500      1.67e+00    1.18e+00      5.73e-03    6.63e-03      1.53e-01    1.07e-01    1.2e-04
 210600      1.09e+00    1.37e+00      5.96e-03    6.78e-03      9.91e-02    1.24e-01    1.2e-04
 210700      1.28e+00    1.21e+00      2.17e-03    2.19e-03      1.18e-01    1.12e-01    1.2e-04
 210800      1.30e+00    1.67e+00      6.15e-04    4.08e-05      1.20e-01    1.55e-01    1.2e-04
 210900      1.41e+00    1.61e+00      2.35e-03    3.36e-03      1.30e-01    1.48e-01    1.2e-04
 211000      1.59e+00    1.49e+00      7.06e-04    3.56e-03      1.47e-01    1.37e-01    1.2e-04
 211100      1.47e+00    1.23e+00      1.63e-03    1.60e-03      1.36e-01    1.13e-01    1.2e-04
 211200      1.96e+00    1.04e+00      7.76e-03    6.11e-03      1.79e-01    9.37e-02    1.2e-04
 211300      1.07e+00    1.37e+00      3.03e-03    5.14e-03      9.89e-02    1.25e-01    1.2e-04
 211400      1.30e+00    1.26e+00      2.79e-03    3.33e-03      1.20e-01    1.16e-01    1.2e-04
 211500      1.02e+00    1.14e+00      9.91e-03    1.02e-02      8.76e-02    9.93e-02    1.2e-04
 211600      1.35e+00    1.14e+00      3.45e-03    4.98e-03      1.24e-01    1.04e-01    1.2e-04
 211700      1.22e+00    1.36e+00      1.48e-04    5.56e-04      1.13e-01    1.26e-01    1.2e-04
 211800      1.13e+00    1.11e+00      5.53e-06    3.54e-04      1.04e-01    1.03e-01    1.2e-04
 211900      1.31e+00    1.05e+00      4.11e-03    2.99e-03      1.21e-01    9.70e-02    1.2e-04
 212000      1.31e+00    1.25e+00      7.60e-03    6.18e-03      1.19e-01    1.13e-01    1.2e-04
 212100      1.48e+00    1.46e+00      4.48e-03    6.47e-03      1.36e-01    1.34e-01    1.2e-04
 212200      1.11e+00    1.12e+00      5.39e-03    3.76e-03      1.01e-01    1.03e-01    1.2e-04
 212300      1.22e+00    1.06e+00      1.97e-03    3.91e-04      1.13e-01    9.81e-02    1.2e-04
 212400      1.09e+00    1.06e+00      5.08e-03    5.27e-03      9.93e-02    9.61e-02    1.2e-04
 212500      1.18e+00    1.02e+00      3.25e-03    3.72e-03      1.08e-01    9.35e-02    1.2e-04
 212600      9.84e-01    1.32e+00      1.85e-03    1.74e-04      9.08e-02    1.22e-01    1.2e-04
 212700      1.40e+00    1.40e+00      6.12e-03    2.57e-03      1.28e-01    1.29e-01    1.2e-04
 212800      1.44e+00    1.18e+00      5.68e-03    6.30e-03      1.32e-01    1.07e-01    1.2e-04
 212900      1.33e+00    1.07e+00      5.19e-04    6.91e-04      1.23e-01    9.92e-02    1.2e-04
 213000      1.23e+00    1.24e+00      3.54e-03    2.60e-03      1.13e-01    1.14e-01    1.2e-04
 213100      1.31e+00    1.03e+00      4.03e-03    1.65e-03      1.20e-01    9.53e-02    1.2e-04
 213200      1.05e+00    1.09e+00      4.13e-04    5.00e-04      9.71e-02    1.00e-01    1.2e-04
 213300      1.22e+00    1.01e+00      1.73e-03    2.39e-03      1.12e-01    9.32e-02    1.2e-04
 213400      1.16e+00    9.70e-01      4.21e-03    3.73e-03      1.06e-01    8.88e-02    1.2e-04
 213500      1.32e+00    1.19e+00      9.02e-03    8.38e-03      1.18e-01    1.06e-01    1.2e-04
 213600      1.11e+00    1.36e+00      4.37e-03    7.63e-03      1.02e-01    1.23e-01    1.2e-04
 213700      1.08e+00    1.06e+00      8.54e-04    4.02e-04      9.97e-02    9.76e-02    1.2e-04
 213800      1.16e+00    1.13e+00      3.98e-03    5.18e-03      1.06e-01    1.03e-01    1.2e-04
 213900      1.59e+00    1.29e+00      8.15e-04    2.46e-03      1.47e-01    1.19e-01    1.2e-04
 214000      1.13e+00    1.03e+00      2.34e-03    8.17e-04      1.04e-01    9.51e-02    1.2e-04
 214100      1.05e+00    8.88e-01      1.91e-03    1.45e-03      9.67e-02    8.20e-02    1.2e-04
 214200      1.02e+00    1.26e+00      3.62e-03    3.19e-03      9.37e-02    1.16e-01    1.2e-04
 214300      1.28e+00    1.26e+00      1.30e-02    1.16e-02      1.09e-01    1.09e-01    1.2e-04
 214400      9.60e-01    1.38e+00      1.16e-03    3.98e-03      8.87e-02    1.27e-01    1.2e-04
 214500      1.14e+00    1.02e+00      1.45e-04    2.67e-03      1.06e-01    9.42e-02    1.2e-04
 214600      1.06e+00    1.03e+00      1.35e-04    8.29e-04      9.79e-02    9.56e-02    1.2e-04
 214700      1.07e+00    1.29e+00      6.14e-03    5.43e-03      9.64e-02    1.18e-01    1.2e-04
 214800      1.10e+00    1.14e+00      5.98e-03    9.07e-03      9.94e-02    1.01e-01    1.2e-04
 214900      1.28e+00    1.41e+00      1.18e-02    9.88e-03      1.11e-01    1.26e-01    1.2e-04
 215000      9.73e-01    1.24e+00      2.84e-03    3.07e-03      9.18e-02    1.18e-01    1.1e-04
 215100      9.94e-01    1.07e+00      1.72e-03    1.91e-03      9.41e-02    1.01e-01    1.1e-04
 215200      1.00e+00    1.08e+00      2.06e-03    1.78e-03      9.48e-02    1.03e-01    1.1e-04
 215300      1.13e+00    1.21e+00      2.55e-03    1.74e-03      1.07e-01    1.15e-01    1.1e-04
 215400      1.20e+00    1.32e+00      6.87e-03    2.75e-03      1.11e-01    1.25e-01    1.1e-04
 215500      1.43e+00    1.36e+00      7.77e-04    9.74e-05      1.36e-01    1.29e-01    1.1e-04
 215600      1.10e+00    1.10e+00      2.26e-03    7.55e-04      1.04e-01    1.04e-01    1.1e-04
 215700      1.10e+00    1.50e+00      2.60e-03    4.69e-04      1.04e-01    1.42e-01    1.1e-04
 215800      1.42e+00    1.20e+00      5.03e-03    5.88e-03      1.33e-01    1.12e-01    1.1e-04
 215900      1.19e+00    1.12e+00      9.41e-03    8.53e-03      1.08e-01    1.02e-01    1.1e-04
 216000      1.18e+00    1.44e+00      5.71e-03    3.32e-03      1.10e-01    1.36e-01    1.1e-04
 216100      1.01e+00    1.53e+00      2.18e-03    1.09e-03      9.51e-02    1.45e-01    1.1e-04
 216200      1.12e+00    1.11e+00      7.34e-03    7.84e-03      1.03e-01    1.02e-01    1.1e-04
 216300      1.65e+00    1.04e+00      9.53e-04    1.45e-03      1.57e-01    9.84e-02    1.1e-04
 216400      1.50e+00    1.19e+00      8.55e-04    2.46e-04      1.42e-01    1.13e-01    1.1e-04
 216500      1.03e+00    1.01e+00      3.21e-03    3.59e-03      9.72e-02    9.47e-02    1.1e-04
 216600      1.27e+00    1.34e+00      1.32e-02    1.08e-02      1.12e-01    1.21e-01    1.1e-04
 216700      1.35e+00    1.14e+00      6.40e-03    3.27e-03      1.26e-01    1.08e-01    1.1e-04
 216800      1.61e+00    1.25e+00      1.00e-02    1.01e-02      1.48e-01    1.13e-01    1.1e-04
 216900      9.95e-01    1.06e+00      2.29e-03    4.26e-03      9.41e-02    9.95e-02    1.1e-04
 217000      1.08e+00    1.05e+00      3.85e-03    1.70e-03      1.01e-01    9.97e-02    1.1e-04
 217100      1.38e+00    1.32e+00      9.19e-03    7.49e-03      1.27e-01    1.23e-01    1.1e-04
 217200      1.10e+00    1.23e+00      7.19e-04    8.17e-04      1.05e-01    1.16e-01    1.1e-04
 217300      1.08e+00    1.35e+00      5.88e-05    8.97e-04      1.03e-01    1.28e-01    1.1e-04
 217400      1.04e+00    1.30e+00      1.47e-03    3.06e-03      9.87e-02    1.23e-01    1.1e-04
 217500      1.10e+00    1.02e+00      2.62e-04    5.28e-04      1.04e-01    9.69e-02    1.1e-04
 217600      1.10e+00    1.18e+00      3.26e-03    2.99e-03      1.03e-01    1.12e-01    1.1e-04
 217700      1.33e+00    1.32e+00      2.57e-03    2.54e-03      1.26e-01    1.25e-01    1.1e-04
 217800      1.13e+00    1.36e+00      4.64e-03    2.59e-03      1.06e-01    1.29e-01    1.1e-04
 217900      1.02e+00    9.55e-01      4.24e-03    4.02e-03      9.56e-02    8.95e-02    1.1e-04
 218000      1.34e+00    1.08e+00      2.51e-03    3.44e-03      1.27e-01    1.02e-01    1.1e-04
 218100      9.51e-01    1.06e+00      3.52e-03    2.10e-03      8.93e-02    1.00e-01    1.1e-04
 218200      1.20e+00    9.69e-01      4.92e-04    1.01e-03      1.14e-01    9.19e-02    1.1e-04
 218300      1.39e+00    1.09e+00      3.63e-03    4.13e-03      1.31e-01    1.03e-01    1.1e-04
 218400      1.29e+00    1.08e+00      8.46e-03    6.88e-03      1.18e-01    9.93e-02    1.1e-04
 218500      1.21e+00    1.35e+00      4.90e-03    3.73e-03      1.13e-01    1.28e-01    1.1e-04
 218600      1.32e+00    1.28e+00      1.37e-02    1.33e-02      1.16e-01    1.12e-01    1.1e-04
 218700      9.41e-01    1.30e+00      1.59e-03    1.39e-04      8.91e-02    1.23e-01    1.1e-04
 218800      9.78e-01    1.75e+00      5.97e-03    9.44e-03      9.04e-02    1.63e-01    1.1e-04
 218900      1.01e+00    1.18e+00      7.38e-04    1.86e-03      9.57e-02    1.12e-01    1.1e-04
 219000      9.79e-01    1.14e+00      5.14e-03    5.62e-03      9.12e-02    1.06e-01    1.1e-04
 219100      1.25e+00    1.11e+00      2.46e-04    3.73e-04      1.19e-01    1.05e-01    1.1e-04
 219200      1.32e+00    1.35e+00      3.55e-03    3.83e-03      1.25e-01    1.27e-01    1.1e-04
 219300      9.63e-01    1.09e+00      1.35e-03    1.38e-03      9.12e-02    1.04e-01    1.1e-04
 219400      1.29e+00    1.76e+00      2.76e-03    3.47e-03      1.22e-01    1.67e-01    1.1e-04
 219500      1.05e+00    1.11e+00      1.14e-04    1.63e-03      9.92e-02    1.05e-01    1.1e-04
 219600      1.28e+00    1.28e+00      5.52e-03    4.43e-03      1.20e-01    1.21e-01    1.1e-04
 219700      1.03e+00    1.16e+00      1.12e-03    7.70e-04      9.79e-02    1.10e-01    1.1e-04
 219800      1.32e+00    1.44e+00      3.59e-04    2.68e-04      1.25e-01    1.36e-01    1.1e-04
 219900      1.20e+00    1.16e+00      1.23e-03    2.57e-03      1.14e-01    1.10e-01    1.1e-04
 220000      1.37e+00    1.11e+00      2.91e-03    2.63e-03      1.33e-01    1.08e-01    1.0e-04
 220100      1.55e+00    1.49e+00      3.85e-03    4.16e-03      1.50e-01    1.45e-01    1.0e-04
 220200      1.08e+00    9.62e-01      9.70e-04    1.71e-03      1.05e-01    9.34e-02    1.0e-04
 220300      1.20e+00    9.65e-01      1.05e-03    1.45e-04      1.17e-01    9.39e-02    1.0e-04
 220400      9.16e-01    1.14e+00      2.53e-03    1.18e-03      8.87e-02    1.11e-01    1.0e-04
 220500      1.22e+00    9.66e-01      6.31e-04    3.20e-06      1.19e-01    9.40e-02    1.0e-04
 220600      1.06e+00    1.05e+00      3.11e-03    1.51e-03      1.03e-01    1.02e-01    1.0e-04
 220700      1.18e+00    9.98e-01      2.07e-03    1.22e-03      1.14e-01    9.71e-02    1.0e-04
 220800      1.04e+00    1.17e+00      1.19e-03    5.54e-04      1.01e-01    1.14e-01    1.0e-04
 220900      9.74e-01    1.05e+00      4.10e-03    1.09e-03      9.36e-02    1.02e-01    1.0e-04
 221000      1.09e+00    1.15e+00      8.50e-03    7.30e-03      1.02e-01    1.08e-01    1.0e-04
 221100      1.32e+00    1.06e+00      9.91e-03    8.60e-03      1.23e-01    9.87e-02    1.0e-04
 221200      1.07e+00    1.21e+00      1.61e-03    2.03e-03      1.04e-01    1.17e-01    1.0e-04
 221300      1.30e+00    1.15e+00      6.67e-03    4.83e-03      1.25e-01    1.10e-01    1.0e-04
 221400      1.25e+00    1.00e+00      6.51e-03    3.92e-03      1.19e-01    9.66e-02    1.0e-04
 221500      1.42e+00    1.35e+00      5.39e-03    5.34e-03      1.37e-01    1.30e-01    1.0e-04
 221600      1.26e+00    1.18e+00      6.38e-03    4.42e-03      1.20e-01    1.13e-01    1.0e-04
 221700      1.54e+00    1.10e+00      6.79e-04    1.34e-03      1.50e-01    1.07e-01    1.0e-04
 221800      1.10e+00    1.20e+00      7.69e-03    6.98e-03      1.03e-01    1.14e-01    1.0e-04
 221900      1.09e+00    9.39e-01      1.34e-04    1.74e-03      1.06e-01    9.11e-02    1.0e-04
 222000      1.56e+00    1.03e+00      4.28e-03    4.28e-03      1.51e-01    9.94e-02    1.0e-04
 222100      1.70e+00    9.54e-01      5.51e-03    4.39e-03      1.65e-01    9.15e-02    1.0e-04
 222200      9.84e-01    1.20e+00      3.70e-03    4.19e-03      9.48e-02    1.16e-01    1.0e-04
 222300      1.14e+00    1.12e+00      1.02e-02    8.85e-03      1.05e-01    1.05e-01    1.0e-04
 222400      1.03e+00    1.15e+00      2.19e-04    1.28e-03      1.01e-01    1.12e-01    1.0e-04
 222500      1.20e+00    1.21e+00      3.86e-03    8.13e-04      1.16e-01    1.18e-01    1.0e-04
 222600      1.24e+00    1.29e+00      2.53e-03    3.09e-03      1.20e-01    1.25e-01    1.0e-04
 222700      9.39e-01    9.23e-01      5.56e-03    3.91e-03      8.91e-02    8.87e-02    1.0e-04
 222800      1.42e+00    8.95e-01      1.60e-03    1.50e-03      1.38e-01    8.70e-02    1.0e-04
 222900      1.20e+00    1.13e+00      1.46e-03    4.60e-04      1.17e-01    1.10e-01    1.0e-04
 223000      1.19e+00    1.15e+00      5.98e-04    4.87e-04      1.15e-01    1.12e-01    1.0e-04
 223100      1.11e+00    1.25e+00      7.93e-03    6.53e-03      1.04e-01    1.19e-01    1.0e-04
 223200      1.15e+00    1.20e+00      2.84e-03    4.56e-03      1.11e-01    1.16e-01    1.0e-04
 223300      1.09e+00    9.77e-01      2.14e-03    6.48e-04      1.06e-01    9.50e-02    1.0e-04
 223400      1.27e+00    1.43e+00      2.30e-03    1.01e-03      1.24e-01    1.39e-01    1.0e-04
 223500      1.26e+00    1.27e+00      1.26e-03    3.46e-03      1.22e-01    1.23e-01    1.0e-04
 223600      1.25e+00    9.26e-01      4.23e-03    4.76e-03      1.21e-01    8.85e-02    1.0e-04
 223700      1.41e+00    1.12e+00      1.04e-02    1.00e-02      1.32e-01    1.03e-01    1.0e-04
 223800      1.18e+00    1.20e+00      6.80e-03    6.50e-03      1.12e-01    1.15e-01    1.0e-04
 223900      1.20e+00    1.39e+00      9.62e-04    1.56e-03      1.17e-01    1.35e-01    1.0e-04
 224000      1.11e+00    1.08e+00      7.64e-03    7.15e-03      1.05e-01    1.02e-01    1.0e-04
 224100      1.02e+00    1.35e+00      6.00e-03    5.45e-03      9.64e-02    1.30e-01    1.0e-04
 224200      1.23e+00    1.32e+00      2.14e-03    3.52e-03      1.20e-01    1.28e-01    1.0e-04
 224300      1.15e+00    9.93e-01      8.38e-03    8.39e-03      1.07e-01    9.17e-02    1.0e-04
 224400      1.01e+00    9.78e-01      3.65e-03    3.13e-03      9.76e-02    9.45e-02    1.0e-04
 224500      1.23e+00    1.05e+00      2.17e-03    4.83e-03      1.20e-01    1.00e-01    1.0e-04
 224600      1.11e+00    9.89e-01      5.83e-03    3.70e-03      1.06e-01    9.53e-02    1.0e-04
 224700      1.29e+00    1.05e+00      2.90e-03    1.99e-03      1.25e-01    1.02e-01    1.0e-04
 224800      1.06e+00    1.11e+00      4.47e-03    4.34e-03      1.01e-01    1.06e-01    1.0e-04
 224900      1.12e+00    1.01e+00      1.16e-03    2.51e-03      1.09e-01    9.79e-02    1.0e-04
 225000      1.23e+00    1.03e+00      5.95e-04    1.42e-03      1.23e-01    1.02e-01    9.9e-05
 225100      1.17e+00    1.35e+00      5.24e-03    3.94e-03      1.16e-01    1.34e-01    9.9e-05
 225200      1.09e+00    1.46e+00      5.84e-04    9.09e-04      1.09e-01    1.46e-01    9.9e-05
 225300      1.18e+00    1.07e+00      7.09e-03    5.03e-03      1.14e-01    1.05e-01    9.9e-05
 225400      1.15e+00    1.32e+00      2.30e-03    9.92e-04      1.15e-01    1.31e-01    9.9e-05
 225500      1.15e+00    1.14e+00      2.25e-03    1.85e-03      1.15e-01    1.13e-01    9.9e-05
 225600      8.86e-01    8.91e-01      6.53e-04    2.78e-03      8.84e-02    8.84e-02    9.9e-05
 225700      1.42e+00    1.09e+00      2.16e-03    2.79e-03      1.41e-01    1.08e-01    9.9e-05
 225800      1.27e+00    1.22e+00      1.70e-03    2.78e-03      1.27e-01    1.22e-01    9.9e-05
 225900      1.17e+00    1.02e+00      2.96e-03    3.45e-03      1.16e-01    1.01e-01    9.9e-05
 226000      9.77e-01    1.52e+00      1.79e-04    4.51e-04      9.75e-02    1.51e-01    9.9e-05
